CAL000498baa67742cb9a4fed89664cd014,"Agent: Hi, Blue Sky Animal Hospital, Sarah speaking. How can I help you? Caller: Hey, I'm. I got a puppy with you guys or a patient or whatever. It's Chris Fournier calling. Agent: The name of the. The pet. Caller: Yeah, she's just. She free. Like, seems to be coughing or gagging. I can't quite tell. And it was like, a couple of times a day, but now it seems like it's a bit more frequent. Agent: Okay, she's still eating and drinking. Caller: Yeah. Agent: Any diarrhea? Caller: No. Agent: When she's coughing? Is there any like, discharge or anything like that? Caller: No. Agent: No, just the coughing. Caller: It's like it was. It just seems like gagging more to me than coughing. Like, I don't even know if it's whether or not I should be concerned, but. Oh, a little bit of a discharge just now. She just started doing it really frequently, like, last 20 minutes. I don't know if she ate a stick or something like that either, so. But she's been, like, gagging once in a while, every day. I'd say. Agent: How long has it been? How long has it been? Caller: Probably two weeks or. Yeah, a little bit more even. But it was not. It's not like constantly. So it didn't seem very concerning. And then all of a sudden, now she's just doing a bunch of it after she just coughed that up. I don't know if she'll stop, but. Agent: Okay, can I just put you on a quick hold? Caller: Yeah, I just find she's behaving totally normal, too. It's like such an infrequent thing on the regular compared to now. Like, it was every day. I get that. But it's like. Like, that kind of looked like flood. True. And that was like, coughing. Yeah. Yeah. You know what? It's probably best she goes in right away if that's the case, because she needs to be. Maybe she needs antibiotics or something to clear it, or maybe they just have even like, a different medicine. If we don't do it, we're not going in right now. Maybe we can look at, like, a little bit of a home revenue. Agent: Hi. Caller: Hey. Agent: Just wondering, have you she been to like, the kennel or dog park? Caller: She's been to a dog park, but it was even a lot longer ago. She hasn't really been around very many dogs as of the last. Yeah. Even from when it started happening. Like, not too much. Agent: Okay, but when was the last time though? Caller: I would say, like a decent amount of time before it started happening. I don't know for sure, though. Like, at five months and she's like six months now, so I feel like it's been a month. Could have been a month. Yeah. Agent: A month ago. Okay. Okay. I'm going to have to talk to the vet to see if we have any room because we're pretty booked up. See if I can squeeze you in? Caller: Okay. Just for a checkup. Agent: Yeah. Caller: Okay. Agent: And if not, I'm pretty sure she'll suggest to go to Smart Vet. Caller: Okay. Agent: It's like a virtual vet. Well, it's not virtual, but you'll be doing like. Caller: Oh, okay. Agent: Video chat with a vet. Caller: Okay. Agent: Your phone number? 4945289. Caller: Yep. And you can just text me if you want. Agent: Okay, I'll get back to you as soon as I can. Caller: Okay. Thanks so much. Agent: You're welcome. Bye."
CAL00057325c1924ef5be1874417c20b262,"Agent: Good morning, Mount Joy Animal Clinic. How can I help you? Caller: Oh, good morning. It's James Makichee. I'd like to order some Cosequin and Zycline. Agent: Okay, can I get your pet's name? Caller: It's Dickens. Agent: Dickens. Caller: He might be. It's a cat. And he might be under either. My wife's. Agent: Linda Bennett. Caller: Under my. Yeah. Agent: Okay. Velkin and consequent. Okay. Okay. I will put those two on order and we will let you know when it's ready. Caller: Okay. I'd also like to book a nail trim for a dog by the name of Charlie. Agent: On this file. Caller: Yes. Agent: Okay? Okay, Charlie. And nail trim. And when did you want to come in for that? Caller: What's available? Agent: Morning or afternoon? Caller: Doesn't really matter. Agent: Okay, I'm just going to put you on a brief hold one sec. So for today, I could do 12 or three. Caller: I'll just ask my daughter. Agent: Okay. Caller: Three o'clock is fine. Agent: Okay, I've got your booked in. Caller: Great, thank you. Agent: Okay, you're welcome. Bye."
CAL0005db904b5746e18d9c5a855f8ff8fd,"Agent: Good afternoon, Maury Veterinary Clinic. Megan speaking. Caller: Hi, Megan. This is Melissa Thompson calling. Agent: Hi, how are you? Caller: I'm good. How are you? Agent: Good, thanks. Caller: Good. So my sweet boy Jimmy. Agent: Mm. Caller: Seems to have eaten a bunch of horse feed. Agent: Oh, okay. Caller: Like, grains. And, like, it was just like, grains and things. But he's thrown up now, like, five times. But it's like, a lot of grain. Like, it's just literally. It's literally all grains coming up. And I just don't know, like, is it okay that he's puking it all up now? Like, is that a good sign? Agent: Okay. It's better for him to puke it. Absolutely. Caller: Okay. Agent: Do you know. Do you have kind of an idea how much went in versus how much has come out at all? Caller: Now we. There's a lot coming out. We don't know how much went in. Like, we just didn't have eyes on him. But, like, yeah, we, like, we know it's horse grain just because of the fact that we can see it in his puke, but we have no idea how much he ate. Agent: No. Okay. Okay. Okay. All right. And like, how long ago do you think that he ate it? Caller: He ate it this morning, so at, like. Yeah, so he started puking at 12:30. He's. He just puked again and it was like, just. The whole thing was just grain. Agent: Morning, and it's up now. Okay. Full of it. Okay. All right, let me pop you on hold for just one moment. Okay. That. Caller: Okay, yep. Thanks so much. Bye. Yeah, yeah. Agent: It? Caller: It. Agent: Wait. Okay. Good thing he's vomiting. That's great. He's getting it out. So hopefully there won't be like a bloating happening. But the thing you'll need to watch for is if he's continuing even to, like, say, around 9:00, if he's still bringing it up, or if his respiration rate changes. So he's breathing really heavy, having effort to breathe. You'd want to look at an emerg clinic. Caller: Okay. Okay. No, it's all good. Okay. Agent: But at this point, the fact that it is coming up, that's good. Just keep watching him. Make sure that, you know, I wouldn't feed him at all tonight. He can have water, but smaller amounts just. Just to make sure that he. See if he can hold that down. But the fact that it's coming up, that is good. Hopefully there isn't much left to go through him, but do keep a close eye on him. And again, if he's still vomiting and you're seeing stuff in there at 9 or just after, you would want to look at Merge. Caller: Okay, okay. Okay. Okay. Oh, okay. Agent: Okay. So fingers crossed that everything is out of him and tomorrow he's back to normal. Maybe a little bit of diarrhea potential with the stress of all the vomiting and everything. Caller: Yep. Agent: Could happen. But see how things go with if he can hold it down after that time. But again, if his breathing gets super heavy, he's having difficulty with anything else. Emerge. Our Facebook page has a list of Emerge clinics and numbers pinned to the top of it. So that's a nice fast reference for if you do need any number at any point in time. If we're not open, our Facebook has that pinned right to the top. So it's the way I always like to tell people because you're in an urgent. You're like, okay, who do I call? This is a perfect list. Caller: Okay. Yeah. Amazing. Okay. Agent: And it gives you addresses, too. And always call first before an Emerge. But at this point, my fingers are crossed that he's just bringing it all up and trying to avoid him doing it again. Caller: Okay. Okay. Perfect. Yeah. Okay. Agent: Okay. Caller: Oh, thank you so much. Agent: Any other questions? Any other questions? Or. Caller: No, so sorry. My. My husband just called the. The person that owns the farm to find out, like, what. And it. Like, she. She eats keto conazole, and it says that it's. Yeah, it says it's generally not. Agent: Ketoconazole. Okay. Caller: Bad for them, but nausea, vomiting and loss of appetite can happen. Agent: Okay. Is it mixed into the grain or. Caller: Is that mixed into the grain? Yeah, yeah, yeah, it was mixed into the grain. Agent: Okay. Okay. And do you. Were they able to tell you like how much was in it? Caller: Do you know how much was in it? Can you just call her instead of text her? Sorry, just give us one second. Yeah. Agent: Yeah. So if, yeah, if there was ketoconazole in it, then it is a potential like Dr. Rodo's thinking emerg would be your best option for. To have some. Yeah. Caller: Okay. Agent: Because ketoconazole can affect the organs and if it's a horse sized dose mixed into it. Caller: Okay. Yeah, it was half a pill. Agent: Half a pill. Do you know the prescript, the milligram. Caller: Do you know the prescription. Agent: Like the milligram strength. Caller: In milligrams? You wouldn't know the milligrams, would you? Yeah, no, no, she doesn't know the milligram. Yeah, no, she. She. She doesn't know. So should we just bring him in then? Agent: Half a pill. Okay, let me just, let me just see if I can find. Caller: Oh, sorry. Oh, it was. It was a little pony. It wasn't a horse. It was a mini pony. Agent: Mini Pony. Okay. Caller: If that changes anything. Agent: I'm just wondering what strengths that it comes in because. And it's. Is she. Does she have the bottle? Caller: So she actually doesn't live at the farm, so she's already home. Agent: Okay. Okay. Okay. The hard part is it really depends on the strength of it because we do use ketoconazole in dogs, but it is, it makes a difference on what the strength is. Caller: Yeah, right. Of course. Agent: So if. Is there any way, like is the farm fairly close that you could see if you could stop by. Caller: Yes. Yeah, maybe. Yeah, my. My husband could totally get in the car and go over and figure it out, I think. Agent: Yeah. See if. Yeah. See what the dose is. We're only here till five, so what I would probably suggest is. Caller: Huh? Agent: Your best bet, I think to get this information might be Kawartha in Peterborough. So Kora's a veterinary emerge clinic. They likely would be able to give you. Here's. This is a milligram. Okay, great. So this is. We do need to worry. We don't need to worry. Caller: Okay. Okay, okay. Agent: Some places can compound it where they make them specifically in a milligram strength that you want. So if this is for like even a pony, half a tablet, it could have been compounded to a different strength than like a typical strength. So knowing what the strength is is really a big something important. Caller: Right. Okay. Agent: The fact it's been that long, it might be warranting to do some blood work. So if for one, find out what the strength is, how much it is and then I would either. I don't think it'll happen before we're done. Caller: Okay. Oh, actually, she's. She. She is still at the barn and she's going to go get a picture and send it. Can you just tell her to, like, really hurry? I'm sorry, can I just keep you on the phone for one more second. Okay. Agent: Oh, jackpot. Oh, yes. Okay. It's okay. Yeah, no, no, yes, absolutely, absolutely. Please do. Caller: Okay, Perfect. Like, he's. He's acting normal in every other way. Like, he's playing and running and. Agent: Yeah, no, yeah, yeah, yeah. But you know, he's being Jimmy. He's being Jimmy. Right. Caller: Being his own silly self. Just throwing up. Just being Jimmy. Exactly. Agent: Right. He just is such a big goofy. He's such a sweetheart. But you know, he'd be fast, but. Caller: I know. Yeah, exactly. Yeah. And not surprised that he ate whatever the heck he found, so. Agent: Oh, man. Right. And you know, my dogs have eaten so much bird seed and everything else over the years, it's crazy. Like they just. Oh, this is. This tastes great. You're eating it. I eat it, yeah. Caller: Yeah, exactly. Agent: Oh, man, that is awesome. I am so sorry. Caller: Oh, yeah, I know. Oh, gosh. It's just. And then our. Our friend's dog at the farm actually passed away today, and I was like, oh, my gosh. Like, is this just, like, bad juju? Like. Agent: Oh, sorry to Hear that? Right. And for us, it's as soon as you mention a person or an animal, suddenly they're calling and there's a problem. So we try not to think about any of our clients anymore because we always end up with some bad stuff. Caller: Yeah. Oh. Oh. Agent: Right. Life is just about the chocolates. Caller: Yeah. Yes, right. Yeah, exactly. Oh. Agent: Oh, man, oh, man. Caller: Oh, man. Yeah. But, yeah, like, he's. He's good between vomiting, but then it's just, like, puking up so much seeds, so. Agent: Glad she's still there. Yeah. Well, yeah. And at least, I mean, it is coming out, which is good. Probably going to feel crappy this evening, but the fact that it is coming out, that is the important part. Caller: That is. Yeah, okay. Agent: That's good. And I mean, some is probably digesting through, but some versus that amount isn't going to be too bad. But it's the fact that there was medication, and it is the biggest. Right. Caller: Yeah, exactly. That. That's the big thing. Yeah. You. Yeah. Agent: And ketoconazole definitely can affect the liver. Caller: Okay. Agent: But we do use it for dogs as well. So just the dosage is the problem. Caller: I know. Yeah. Like, how much it actually was. Agent: Yeah. And I mean, who knows? He could have even vomited it. But it's that worry that what if it actually dissolves and was in there? So that's the concern. Caller: Exactly. Yeah. Agent: Leave it to Jimmy. Caller: Do we know how fast, like, other. Other things would start showing in him if it did dissolve and stuff? Agent: Well, it's. It generally, blood work would tell us, like, what the liver function is, and then. Yeah, so it would be doing some blood work to see if the liver is compromised and then kind of going from there. The blood work we would run would be full organ, like liver and kidneys and everything else too. But ketoconazole is more a liver type thing, so we'd want to just cover our basis and see. But again, it really does depend on what the dose is, and. Caller: Okay. Yeah, definitely. Agent: Hopefully it's not a huge issue, but we got to be on the safe side. Caller: I'm waiting for her to get me the medication. Okay. We might have to then call the emergency vet because she's not down there yet and stuff, so. Agent: Oh, okay. All righty. Well, if you wouldn't mind, give. So we leave a five, but we have a voicemail. Or you can text us on the main number like the 779, let us know how. What happens. Okay. Caller: That. Okay. Yes, absolutely. Thank you so much. Agent: No problem. Good luck. Caller: Okay. Yeah, thanks. Bye."
CAL0007abb1ee0444e0b4c5dbec11d6c4ce,NULL
CAL000982de28904f1aa7f072d197347693,"Agent: Downtown animal clinic. How can I help you? Caller: Hi. I'm just calling to hopefully get some information. My cat is not a current patient of yours because we're somewhat new to Calgary, so she doesn't have a Calgary vet yet. Agent: Okay. Caller: But I was just wondering if you are accepting new patients and if you would be able to give me kind of, like a ballpark estimate on, like, how much your exam fees r. Agent: Yeah, we are accepting new clients. Let me see what our next available opening is. Yeah, so it looks like my next available openings would be this Thursday. And the ballpark estimate, you said it's a cat. And do you know if your cat needs any [DRUG] or just kind of the [MEDICAL_PROCESS] [MEDICAL_PROCESS]? Caller: Just a [MEDICAL_PROCESS] [MEDICAL_PROCESS], but I have. I've been having, like, a little sneaking concern about possible [MEDICAL_CONDITION], so that would probably require a [MEDICAL_PROCESS] [MEDICAL_PROCESS], right? Agent: Yeah, about how old is your cat? Caller: She just turned eight. Agent: Okay, give me one second and I'll do a price check for the [MEDICAL_PROCESS] [MEDICAL_PROCESS]. Caller: Okay. It. Agent: Okay, so it looks like for the [MEDICAL_PROCESS] [MEDICAL_PROCESS] [MEDICAL_PROCESS], depending on if they decided that they're, like, just looking at the thyroid levels or if they're looking at everything else as well, it would range somewhere between. Caller: M. Agent: 170 to 350. Just for the [MEDICAL_PROCESS] [MEDICAL_PROCESS] and then for the exam. Our exam fee before tax is $118.50. Caller: Okay. Agent: Yeah. Caller: This is good to know. I'm just calling around to get estimates and stuff, so I will call you back. Agent: No worries. Caller: Okay, thank you. Agent: All right, bye."
CAL0009ad7aca3748009c5fb31f51eee5ad,"Agent: Kingston Regional Pet Hospital, how can I help you? Caller: Hi. I was just wondering if you guys were accepting clients right now. Agent: Well, we're an emergency clinic. We don't take regular clients. Do you have an emergency concern? Caller: Yeah. Agent: Oh, okay. So what's your concern then? Caller: So I think my dog has a mat on his bum that he's licked to where it's, like, bleeding. Like, there's a [INJURY]. Agent: Okay. Caller: So I don't. Like, it's bleeding right now. And, like, the fur is pretty matted over top of it, so I can't really see, like, how bad the [INJURY] is underneath. But. Agent: And is it right on the side of his a***? Caller: Yeah, it's, like, kind of below his b*******. Agent: Oh, below. Okay. They have a*** glands. I was just trying to discern if it was an [INJURY] [INJURY] [INJURY] or [INJURY] or just. So you think he's just causing like [INJURY] [INJURY] because the mat is there. Is that correct? Caller: That's my guess. He's never had issues before. But there's, like, a mat there around his b***. Agent: Okay, but the fers matted. Yeah, I mean, I don't know if it necessarily. You know, do you have a regular vet that you go to or. Caller: Yeah. Yeah, I do. Agent: Okay, I'm just saying, I'm just depending. Like our fees are obviously higher and if he's not like super urgent, if he could wait till tomorrow, then I certainly think that would be okay. Caller: Okay. Agent: But we are here in staffed as the emergency clinic. If you wanted to bring them in on an emergency basis, the exam and after hours fee would be 205 plus tax. Caller: Okay. Agent: We would do an exam and then the vet would recommend any treatments or et cetera. So we certainly can do that. If you wanted to bring them in tonight, that's fine. Caller: Okay. I'm just worried because it's bleeding, and he's like a primadonna, so it's, like, absolutely impossible to try to get around his b***. I just don't know how, like, extensive the [INJURY] is, but. Agent: Yeah, fair enough. No, we're here. So you're. Caller: And I like how to, like, stop the bleeding because, like, his. And now, like, his fur is even more matted from, like, the dried blood and stuff. Agent: Okay? Yep. Well, we're here in staff. We do have. Caller: So I just didn't know. Agent: Another client en route as well, so there may be a wait time at this point. I would say there might be a hour, hour and a half wait right now. Caller: Okay. Agent: So what we have you do if you arrive is just phone in to let us know that you're here because we do keep a locked door. Caller: Okay. Agent: Do you think you'll be coming over shortly or. Caller: Yeah, probably. I'm probably not gonna be able to sleep. Agent: All right, just call when you arrive then. Caller: Okay, thanks. Agent: Okay, bye."
CAL000aeb5cceb842ff9ab94f9dc115873d,"Agent: Good morning, Blue Sky Animal Hospital. Caller: Hi there. I'm just wondering, are there any cancellations this afternoon for an appointment? Agent: Unfortunately, we are fully booked. Caller: Okay. Do you happen to have that smart vet phone number handy? Agent: Yep. Yep. Caller: Okay, I'm ready. Yeah. Agent: Are you ready? So it's 705-410-6916. Caller: Okay. All right. 7 oh, 541-06916. Agent: Yep. You got it. Caller: Okay. Thanks so much for your help. Agent: No problem. Caller: Okay, bye. Agent: Bye."
CAL000e51384a1945a28c7af94f3657b772,"Agent: Good morning, Fisher Glen Animal Hospital. This is Sabrina speaking. How may I help you? Caller: Oh, hi, this is Laura Scott calling. Our cat, Luna is a patient there? She seems to be sort of. Just this morning she woke up, she seems to be in quite a bit of pain. She was vomiting foam. She's yowling. She's breathing very shallow. Agent: Okay, are you able to come in at 9:00 this morning? Caller: Yeah, can you comment nine? Agent: Okay. Caller: Yep, nine is perfect. Agent: Okay, perfect. So, yeah, I would recommend heading 9:00. in for. Caller: Okay. Okay, thanks so much. Appreciate it. Thank you. Bye. Agent: No problem. Bye now."
CAL001052c35ec84a74857f15ba89aa2183,"Agent: Mccune, Franic Animal Hospital. Haley speaking. Caller: Hey, it's Joel Henry calling. I was wondering if I could make an appointment for my dog Buck to get his blood work done. Agent: Yes, he said Buck. Caller: Yep. Agent: All right. And you said he needed some blood work done. Okay. Caller: Yep. Agent: All right. All right, so we're closed tomorrow. All right, so the soonest I would be able to get him in would be Wednesday, April 23rd. Caller: Wednesday, April 23rd. And what time do you have available? Agent: I can do 11:45 or 3:15. Caller: The earlier the better. So we'll do 11:45. Agent: 11:45. Okay, perfect. I will book Buck in for 11:45 on Wednesday. Caller: All right. And just double checking. That's the 23rd. Agent: Yes. Caller: All right, thank you very much. Agent: Okay, no problem. Take care. Bye. Caller: You too. Bye."
CAL0011b20af94b4c4289cf6a51af871369,"Agent: Animal Clinic, Maeve speaking. Caller: Hello, my name is David and I'm a new client and I have a chat that he has coaching issues for a while and now I would like to book an appointment with Rex to see what's going on. Agent: Okay. And you've never been here before. Caller: Yes, I haven't been here before. Agent: Okay. And for our next opening for an appointment, it would not be until next week, is that okay? Caller: So this risk has no any available time right now. Agent: No, this week we are fully booked. Caller: Okay. Agent: So if it's definitely, if it's something a little bit more urgent, you know, that you wanted to get seen this week or this weekend, then it would be an urgent care facility might be a better option. We just don't have any appointments until now next week, unfortunately. Caller: But for the Saturday and Sunday it's supposed not to not opening for vpn. Agent: We're closed on Sundays and we're fully booked on Saturdays as we only book current clients on our Saturdays. Caller: Oh, understood. So may I know what is the available time time for next Monday? I prefer one. Agent: Yeah, let me pull it up. Caller: Morning or afternoon. Agent: The morning or the afternoon? Okay. It looks like I could get you in at 2pm or 2:30. Caller: 2pm or 2:30. Agent: Yes. Caller: Okay, I'm going to check my schedule. Is it available to book theater online or even through any phone call instead of. I know you are early. Agent: So definitely that could be an option for getting things going. But we do require credit card information to hold the appointment and so we typically do that over the phone. And then since we have just specific spots for our new clients, it is a little bit easier to do it over the phone. For sure. Caller: I'm not sure the schedule for next week but may I proctor next Monday about 2:31 and expect any changes I made for your batch. Agent: Yeah. Like you wanted to book the 2:30 appointment and then just see if that works and call back. Caller: Yes. Agent: Yeah, okay, we can definitely do that. Can I grab. You said your name was David. Caller: Yes, my first name. Save it. Agent: Okay. And then your last name. Caller: Woo. Agent: And then what is your phone number? Caller: Number is [NUMBER_SEQUENCE]. Agent: Mm, mm. Okay. And I'll read that back to make sure I got it. [NUMBER_SEQUENCE]. Okay. Yes, that's what I have. And then. Caller: Sorry, the last digit is 0183183. Agent: 183. And then is this a cat or a dog that you'll be bringing in? Caller: It's a cat. Male cat. Agent: A cat. And what is your cat's name? Caller: Peanut. Agent: Peanut. Perfect. And is Peanut [MEDICAL_PROCESS]? Caller: Yes. Agent: Okay. And do you have an estimated age or a date of birth for Peanut? Caller: Should be 2019 and September should be 15. Agent: Perfect. And then what is Peanut coming in for? What would the appointment be for? Caller: You mean before coming is there any [MEDICAL_CONDITION] or any cases? Agent: Like do you have any concerns or are we just updating vaccines or why are we bringing Peanut in. Caller: Actually he has quoted. Agent: It? Caller: Issue about six months ago and then he has some [DRUG] [DRUG] provided by other vets, other doctors and it has been getting better but in these two weeks it's getting worse. It cost about 10. About two times per hour. Agent: Coughing two times per hour. Okay. Caller: Yeah. And then. Agent: Okay. Caller: I think I may I have some [MEDICAL_PROCESS] [MEDICAL_PROCESS] standard this up before. But that's already in six. Six months ago. Agent: Okay. Six. Caller: So I may take another one to check the status of him. Agent: Okay, okay. And then other than this, you know, breathing issue, the coughing, do you have any other concerns with Peanut or everything else? Seems to be. Okay. Caller: It's just the couch into no other. Agent: Okay, okay, okay. So I have that part booked. Are you okay to give me your credit card information to hold the appointment? We can just do it over the phone here. Okay. And with this there's no holding fee. Nothing will be charged at this time. It's just, just in the event of a no show or a last minute cancellation. Caller: It. Agent: So we do require at least 24 hours notice if you do need to move the appointment. So if you're able to confirm with us Tomorrow that this time will work. Then we can confirm that on our end. Caller: Okay, I can. I agree on that. Agent: Perfect. And then you can go ahead whenever you're ready. Caller: Okay, just give me a second. Agent: Mm. Caller: I will give you the number and the name on the card. Right? Agent: Yes, it will be the number, the expiration and the security code. Caller: Okay. The number is [CREDIT_CARD_NUMBER]. Agent: Mm. Caller: And [CREDIT_CARD_CVV] and [CREDIT_CARD_EXPIRATION] the. Agent: Okay. Caller: Expiry is in [CREDIT_CARD_EXPIRATION]. Agent: Perfect. And then the three digit code. Caller: [CREDIT_CARD_CVV]. Agent: Perfect. And so, yes, nothing will be charged at this time and only if it's a no show or a last minute cancellation. Caller: It. Agent: And then in the event that that does occur, we do just charge the cost of the exam fee. And so that would be 118.50. But as long as you come to the appointment, of course we'll just do whatever the charges are for the visit at the end of your appointment. And we can leave this on for future reference to make things quick or we can take it off. Whatever you're most comfortable with. And then for Peanut, do you have the records from the vet that you saw last time? Caller: Let me check if there any record there. If I have I will. I will bring it to the clinic. Agent: Perfect. Yes. If you're able to just. If you have physical copies, bring those with. If you have electronic copies, you can email them over to us. That's no worries. Caller: It. Agent: And then one other thing that we'll need from you on our website, which is animalcliniccalgary.com There is a new clients tab. And if you hover over that tab, there's an option for online forms. So that will be the form that we'll have you fill out in advance. That way we can get a little bit more of your information and peanuts information. And of course if you have any other pets, you can include them as well because once you submit it, it gets sent right to us and then we can create your file for you. Perfect. And then? And then otherwise I have you all booked. So it's Monday, which is June 2nd at 2:30 with Dr. Shelby. Perfect. Did you have any other questions or anything? Caller: Survived but we know how to spell the daughter's name. Agent: Sorry, could you repeat that? It just cut out. Caller: Oh, I know how to spell the daughter's. Hello? Hello? Can you hear me? Agent: Sorry. Hello? Are you still there? Caller: Yeah, yeah, yeah. Can you hear me? Hello? Hello? Agent: I can't quite hear you. Caller: Okay, I just want to know how to spell the doctor's name. Agent: Oh, how to spell her name? Caller: Yes. Agent: Okay, first name. So Shelby, which is S H E L B Y. And her last name is Fretwell, which is F R E T W E L L. Yes, exactly. Caller: Okay, done. Okay, then I just. Agent: Perfect. And then, yes, if you can call us tomorrow just to confirm that 2:30 on Monday works, then we will have it confirmed. And if it's not going to work, just call us tomorrow and we can move it to a different time next week. Caller: Okay, but for the next Monday it gets available on 2:00pm or 2:30. Right. Agent: I have 2:00pm or 2:30 right now. Yes. Caller: Okay. Okay, got it. Okay then I may get updates to you if there's any change. Agent: Okay, perfect. Okay, well then that's everything that I need from you. Caller: Okay, thank you very much. Agent: No worries. We'll see you on Monday. Caller: Okay, thank you. Bye. Agent: Bye. Bye."
